Customer ID,Recency,Frequency,MonetaryValue,R,F,M,RFM_segment,RFM_score,Segment
14998,7,73,399.8699999999999,4,3,2,432,9,Low
15000,49,77,490.52,3,3,2,332,8,Middle
15002,117,115,1641.7599999999998,2,4,4,244,10,Top
15004,149,151,1203.5200000000002,2,4,3,243,9,Low
15005,17,1105,6274.16999999999,4,4,4,444,12,Top
15006,53,123,464.9199999999998,3,4,2,342,9,Low
15007,279,12,156.91000000000003,1,1,1,111,3,Low
15009,14,178,1257.0799999999997,4,4,3,443,11,Top
15010,244,20,308.94000000000005,1,2,2,122,5,Middle
15012,55,116,387.0399999999997,3,4,2,342,9,Low
15014,44,32,256.41999999999996,3,2,1,321,6,Middle
15016,174,20,170.04,1,2,1,121,4,Low
15017,183,20,125.58000000000003,1,2,1,121,4,Low
15018,334,31,496.21,1,2,2,122,5,Middle
15019,268,62,239.61999999999998,1,3,1,131,5,Middle
15021,28,420,1832.4000000000035,3,4,4,344,11,Top
15022,13,109,808.2399999999996,4,4,3,443,11,Top
15023,41,545,6642.259999999989,3,4,4,344,11,Top
15024,11,149,1611.5300000000004,4,4,4,444,12,Top
15025,183,63,348.56,1,3,2,132,6,Middle
15026,82,61,469.0,2,3,2,232,7,Middle
15027,91,35,1066.1499999999996,2,2,3,223,7,Middle
15028,44,48,627.13,3,3,2,332,8,Middle
15030,73,7,518.28,2,1,2,212,5,Middle
15031,90,109,638.2399999999999,2,4,2,242,8,Middle
15032,258,52,4959.0999999999985,1,3,4,134,8,Middle
15033,27,492,2527.69,3,4,4,344,11,Top
15034,17,386,4239.709999999997,4,4,4,444,12,Top
15035,32,27,252.72999999999996,3,2,1,321,6,Middle
15036,74,112,406.06999999999994,2,4,2,242,8,Middle
15038,1,120,665.9899999999997,4,4,3,443,11,Top
15039,11,1452,19618.73999999997,4,4,4,444,12,Top
15041,172,65,179.51000000000002,1,3,1,131,5,Middle
15042,201,5,135.93,1,1,1,111,3,Low
15043,122,3,537.0,2,1,2,212,5,Middle
15044,7,440,7598.979999999997,4,4,4,444,12,Top
15045,34,12,735.6600000000001,3,1,3,313,7,Middle
15046,11,196,4967.070000000001,4,4,4,444,12,Top
15047,271,22,343.62,1,2,2,122,5,Middle
15048,118,91,377.9499999999998,2,3,2,232,7,Middle
15049,38,3,121.17000000000002,3,1,1,311,5,Middle
15050,27,74,1693.2900000000002,3,3,4,334,10,Top
15051,4,141,1375.1100000000001,4,4,3,443,11,Top
15052,321,26,199.68,1,2,1,121,4,Low
15053,187,67,690.1099999999999,1,3,3,133,7,Middle
15054,14,114,302.09999999999997,4,4,2,442,10,Top
15057,99,25,1489.5,2,2,3,223,7,Middle
15058,27,256,2080.090000000002,3,4,4,344,11,Top
15059,42,237,1337.7200000000007,3,4,3,343,10,Top
15060,11,109,285.40999999999997,4,4,1,441,9,Low
15061,6,403,54534.140000000014,4,4,4,444,12,Top
15062,73,57,987.8599999999999,2,3,3,233,8,Middle
15063,67,5,370.79999999999995,2,1,2,212,5,Middle
15065,166,155,3158.1300000000006,1,4,4,144,9,Low
15066,55,42,893.59,3,3,3,333,9,Low
15067,80,82,1744.7600000000004,2,3,4,234,9,Low
15068,48,104,553.3599999999998,3,4,2,342,9,Low
15069,181,70,1109.5300000000007,1,3,3,133,7,Middle
15070,667,1,106.2,1,1,1,111,3,Low
15071,99,26,982.0699999999997,2,2,3,223,7,Middle
15073,11,54,1043.4099999999999,4,3,3,433,10,Top
15074,107,40,722.4700000000001,2,2,3,223,7,Middle
15075,79,27,773.0300000000002,2,2,3,223,7,Middle
15076,174,49,880.8500000000004,1,3,3,133,7,Middle
15078,13,440,9743.110000000022,4,4,4,444,12,Top
15079,36,47,895.61,3,3,3,333,9,Low
15081,24,33,504.7999999999999,3,2,2,322,7,Middle
15083,258,5,88.19999999999999,1,1,1,111,3,Low
15087,283,15,306.94,1,1,2,112,4,Low
15088,23,57,1160.07,4,3,3,433,10,Top
15089,12,145,2420.8400000000024,4,4,4,444,12,Top
15090,253,23,381.32000000000005,1,2,2,122,5,Middle
15091,276,30,480.71,1,2,2,122,5,Middle
15092,128,26,457.80999999999995,2,2,2,222,6,Middle
15093,20,108,4597.019999999998,4,4,4,444,12,Top
15095,105,47,1370.5999999999997,2,3,3,233,8,Middle
15096,44,11,219.39,3,1,1,311,5,Middle
15097,213,25,248.07999999999996,1,2,1,121,4,Low
15098,66,3,39916.5,2,1,4,214,7,Middle
15099,86,23,410.48,2,2,2,222,6,Middle
15100,71,3,876.0,2,1,3,213,6,Middle
15101,333,8,317.53,1,1,2,112,4,Low
15103,88,35,703.3599999999998,2,2,3,223,7,Middle
15104,198,65,959.64,1,3,3,133,7,Middle
15105,20,101,2298.930000000001,4,4,4,444,12,Top
15106,6,100,1422.5200000000002,4,4,3,443,11,Top
15107,40,17,319.5,3,2,2,322,7,Middle
15109,129,28,484.95,2,2,2,222,6,Middle
15110,25,35,996.1,3,2,3,323,8,Middle
15111,61,84,1567.4799999999998,3,3,4,334,10,Top
15113,11,94,3409.5300000000007,4,3,4,434,11,Top
15114,39,197,2760.5599999999977,3,4,4,344,11,Top
15115,20,21,340.11000000000007,4,2,2,422,8,Middle
15116,19,45,1352.7500000000002,4,3,3,433,10,Top
15117,16,79,1551.7800000000002,4,3,3,433,10,Top
15118,136,1,244.8,2,1,1,211,4,Low
15119,129,14,266.4,2,1,1,211,4,Low
15120,135,21,358.8199999999999,2,2,2,222,6,Middle
15121,52,28,457.71999999999997,3,2,2,322,7,Middle
15122,116,82,1633.779999999999,2,3,4,234,9,Low
15123,208,106,2199.309999999999,1,4,4,144,9,Low
15124,24,15,184.19,3,1,1,311,5,Middle
15125,27,127,11528.480000000001,3,4,4,344,11,Top
15127,215,16,406.53000000000003,1,1,2,112,4,Low
15128,62,102,1471.0000000000007,3,4,3,343,10,Top
15129,52,84,3447.4,3,3,4,334,10,Top
15130,171,22,330.11,1,2,2,122,5,Middle
15132,20,52,977.9300000000002,4,3,3,433,10,Top
15133,39,29,982.4199999999998,3,2,3,323,8,Middle
15134,16,73,1387.99,4,3,3,433,10,Top
15135,240,9,139.04999999999998,1,1,1,111,3,Low
15136,24,68,1286.7000000000005,3,3,3,333,9,Low
15139,163,13,178.96000000000006,2,1,1,211,4,Low
15140,54,80,2354.2500000000005,3,3,4,334,10,Top
15142,48,26,498.74,3,2,2,322,7,Middle
15143,227,14,259.45,1,1,1,111,3,Low
15144,1,217,6580.440000000007,4,4,4,444,12,Top
15145,45,67,1194.7300000000005,3,3,3,333,9,Low
15146,166,91,1327.1600000000008,1,3,3,133,7,Middle
15147,242,28,623.5,1,2,2,122,5,Middle
15148,12,20,301.28999999999996,4,2,2,422,8,Middle
15149,135,23,520.8,2,2,2,222,6,Middle
15150,19,339,5268.189999999996,4,4,4,444,12,Top
15152,11,271,4745.69,4,4,4,444,12,Top
15153,122,22,329.25,2,2,2,222,6,Middle
15154,77,59,214.64,2,3,1,231,6,Middle
15156,120,55,961.4899999999999,2,3,3,233,8,Middle
15157,126,125,1936.0700000000006,2,4,4,244,10,Top
15158,47,7,401.4000000000001,3,1,2,312,6,Middle
15159,20,710,18641.010000000017,4,4,4,444,12,Top
15160,359,4,158.16000000000003,1,1,1,111,3,Low
15163,20,29,304.4699999999999,4,2,2,422,8,Middle
15164,210,99,806.1099999999998,1,4,3,143,8,Middle
15165,698,27,487.75,1,2,2,122,5,Middle
15167,322,37,154.59999999999997,1,2,1,121,4,Low
15168,27,5,106.56,3,1,1,311,5,Middle
15171,10,5,1289.5,4,1,3,413,8,Middle
15172,72,110,1624.0499999999997,2,4,4,244,10,Top
15174,324,11,135.75,1,1,1,111,3,Low
15175,73,23,224.14000000000007,2,2,1,221,5,Middle
15178,262,3,40.5,1,1,1,111,3,Low
15179,20,93,2206.9500000000003,4,3,4,434,11,Top
15180,517,6,87.5,1,1,1,111,3,Low
15181,177,16,689.4799999999999,1,1,3,113,5,Middle
15182,126,29,622.8499999999999,2,2,2,222,6,Middle
15184,61,61,397.64,3,3,2,332,8,Middle
15185,72,21,310.62000000000006,2,2,2,222,6,Middle
15186,16,19,411.40999999999997,4,2,2,422,8,Middle
15187,17,91,4777.180000000001,4,3,4,434,11,Top
15189,7,212,16225.390000000009,4,4,4,444,12,Top
15192,3,51,1044.3200000000004,4,3,3,433,10,Top
15193,62,19,499.32,3,2,2,322,7,Middle
15194,79,310,7616.529999999996,2,4,4,244,10,Top
15195,152,1,3861.0,2,1,4,214,7,Middle
15197,12,32,1079.61,4,2,3,423,9,Low
15198,124,10,193.64,2,1,1,211,4,Low
15199,31,13,1268.6999999999998,3,1,3,313,7,Middle
15201,89,69,1236.5400000000002,2,3,3,233,8,Middle
15203,27,142,1827.7999999999984,3,4,4,344,11,Top
15204,359,9,316.58000000000004,1,1,2,112,4,Low
15205,86,37,653.2399999999999,2,2,3,223,7,Middle
15206,12,9,420.29999999999995,4,1,2,412,7,Middle
15208,120,42,870.12,2,3,3,233,8,Middle
15210,227,20,331.18,1,2,2,122,5,Middle
15211,62,52,894.41,3,3,3,333,9,Low
15212,7,5,101.79999999999998,4,1,1,411,6,Middle
15213,320,24,328.34999999999997,1,2,2,122,5,Middle
15214,12,110,1661.44,4,4,4,444,12,Top
15215,48,35,734.94,3,2,3,323,8,Middle
15216,89,2,96.6,2,1,1,211,4,Low
15218,12,166,5756.890000000001,4,4,4,444,12,Top
15219,178,9,305.75,1,1,2,112,4,Low
15220,53,117,1778.9599999999994,3,4,4,344,11,Top
15221,486,5,403.25,1,1,2,112,4,Low
15222,320,5,585.0,1,1,2,112,4,Low
15223,227,20,755.7500000000001,1,2,3,123,6,Middle
15224,360,14,322.0799999999999,1,1,2,112,4,Low
15225,236,23,409.4000000000001,1,2,2,122,5,Middle
15226,312,8,154.41,1,1,1,111,3,Low
15227,128,58,1219.4,2,3,3,233,8,Middle
15228,171,125,3386.7100000000005,1,4,4,144,9,Low
15230,241,23,429.6,1,2,2,122,5,Middle
15232,115,31,612.0600000000001,2,2,2,222,6,Middle
15234,130,14,197.0,2,1,1,211,4,Low
15235,160,143,2247.5099999999998,2,4,4,244,10,Top
15236,300,15,321.05,1,1,2,112,4,Low
15237,80,99,1412.320000000001,2,4,3,243,9,Low
15238,61,50,1071.9899999999998,3,3,3,333,9,Low
15239,12,49,780.59,4,3,3,433,10,Top
15240,7,78,1706.57,4,3,4,434,11,Top
15241,75,110,1756.4400000000007,2,4,4,244,10,Top
15243,76,22,316.68,2,2,2,222,6,Middle
15244,215,34,631.57,1,2,2,122,5,Middle
15245,135,89,2515.8400000000006,2,3,4,234,9,Low
15246,240,33,514.1500000000001,1,2,2,122,5,Middle
15247,94,6,356.0,2,1,2,212,5,Middle
15249,3,350,6688.460000000006,4,4,4,444,12,Top
15251,4,111,10484.989999999996,4,4,4,444,12,Top
15252,96,44,740.7800000000001,2,3,3,233,8,Middle
15253,2,53,918.1999999999997,4,3,3,433,10,Top
15254,247,18,300.36000000000007,1,2,2,122,5,Middle
15255,245,47,890.8499999999999,1,3,3,133,7,Middle
15256,150,6,98.45,2,1,1,211,4,Low
15257,342,7,317.15,1,1,2,112,4,Low
15258,170,34,623.1600000000001,1,2,2,122,5,Middle
15260,102,77,1810.77,2,3,4,234,9,Low
15261,137,19,254.82000000000002,2,2,1,221,5,Middle
15262,325,10,178.95000000000002,1,1,1,111,3,Low
15263,108,12,156.50999999999996,2,1,1,211,4,Low
15264,184,23,393.74000000000007,1,2,2,122,5,Middle
15265,34,82,1506.1200000000001,3,3,3,333,9,Low
15266,224,6,119.30000000000001,1,1,1,111,3,Low
15267,1,11,1717.36,4,1,4,414,9,Low
15269,25,2,408.8,3,1,2,312,6,Middle
15270,17,41,2379.49,4,3,4,434,11,Top
15271,5,254,2479.6100000000015,4,4,4,444,12,Top
15272,59,63,721.9399999999998,3,3,3,333,9,Low
15274,20,47,716.5700000000003,4,3,3,433,10,Top
15275,303,41,615.1399999999999,1,3,2,132,6,Middle
15276,245,46,121.95000000000002,1,3,1,131,5,Middle
15277,48,12,255.89999999999998,3,1,1,311,5,Middle
15279,356,19,290.51,1,2,1,121,4,Low
15280,174,16,113.12,1,1,1,111,3,Low
15281,1,139,2332.149999999999,4,4,4,444,12,Top
15286,51,3,240.55,3,1,1,311,5,Middle
15287,24,20,486.69,3,2,2,322,7,Middle
15288,45,88,2306.519999999999,3,3,4,334,10,Top
15289,61,58,939.7800000000003,3,3,3,333,9,Low
15290,44,204,7943.22,3,4,4,344,11,Top
15291,5,103,4668.300000000002,4,4,4,444,12,Top
15292,203,23,175.83999999999997,1,2,1,121,4,Low
15296,36,194,3672.86,3,4,4,344,11,Top
15297,12,39,641.94,4,2,3,423,9,Low
15298,12,192,4799.900000000001,4,4,4,444,12,Top
15299,166,7,4507.01,1,1,4,114,6,Middle
15300,184,28,496.4399999999999,1,2,2,122,5,Middle
15301,52,241,5029.549999999998,3,4,4,344,11,Top
15303,292,31,574.02,1,2,2,122,5,Middle
15304,62,23,694.4000000000002,3,2,3,323,8,Middle
15306,124,58,1174.3499999999997,2,3,3,233,8,Middle
15307,216,12,205.3,1,1,1,111,3,Low
15308,69,19,310.47,2,2,2,222,6,Middle
15311,1,2353,60497.60000000013,4,4,4,444,12,Top
15312,77,47,924.8500000000001,2,3,3,233,8,Middle
15313,112,1,52.0,2,1,1,211,4,Low
15314,201,24,327.97,1,2,2,122,5,Middle
15315,118,37,570.5,2,2,2,222,6,Middle
15316,328,1,165.0,1,1,1,111,3,Low
15318,182,33,312.62,1,2,2,122,5,Middle
15319,342,16,204.5,1,1,1,111,3,Low
15320,46,36,267.13,3,2,1,321,6,Middle
15321,72,95,2748.3100000000004,2,3,4,234,9,Low
15322,87,42,679.6799999999998,2,3,3,233,8,Middle
15325,105,47,161.1899999999999,2,3,1,231,6,Middle
15326,71,29,311.71,2,2,2,222,6,Middle
15327,54,10,208.75000000000003,3,1,1,311,5,Middle
15329,41,57,1049.6999999999998,3,3,3,333,9,Low
15330,62,13,714.96,3,1,3,313,7,Middle
15333,210,16,1028.56,1,1,3,113,5,Middle
15334,165,97,349.9699999999999,1,3,2,132,6,Middle
15335,55,34,166.47000000000003,3,2,1,321,6,Middle
15339,245,86,574.0699999999998,1,3,2,132,6,Middle
15341,82,17,2020.52,2,2,4,224,8,Middle
15342,306,24,406.0899999999999,1,2,2,122,5,Middle
15343,89,21,364.5,2,2,2,222,6,Middle
15344,76,26,563.94,2,2,2,222,6,Middle
15345,47,20,393.54,3,2,2,322,7,Middle
15346,40,17,252.42000000000004,3,2,1,321,6,Middle
15347,486,5,201.59999999999997,1,1,1,111,3,Low
15348,74,9,158.03999999999996,2,1,1,211,4,Low
15349,219,70,454.0099999999999,1,3,2,132,6,Middle
15350,698,5,115.65,1,1,1,111,3,Low
15351,14,213,1909.2100000000014,4,4,4,444,12,Top
15353,256,59,763.2199999999999,1,3,3,133,7,Middle
15355,55,14,277.05000000000007,3,1,1,311,5,Middle
15356,73,479,2669.5599999999995,2,4,4,244,10,Top
15358,2,551,8347.199999999993,4,4,4,444,12,Top
15360,41,13,427.92999999999995,3,1,2,312,6,Middle
15361,363,7,418.9200000000001,1,1,2,112,4,Low
15363,667,16,326.0,1,1,2,112,4,Low
15364,216,29,913.1900000000004,1,2,3,123,6,Middle
15365,27,114,2314.32,3,4,4,344,11,Top
15366,77,44,602.5100000000001,2,3,2,232,7,Middle
15367,59,95,1877.5899999999992,3,3,4,334,10,Top
15368,23,4,446.94000000000005,4,1,2,412,7,Middle
15370,31,94,2386.05,3,3,4,334,10,Top
15372,139,27,2007.4,2,2,4,224,8,Middle
15373,20,132,2415.9100000000003,4,4,4,444,12,Top
15374,278,3,168.0,1,1,1,111,3,Low
15376,42,115,1209.7599999999998,3,4,3,343,10,Top
15379,99,194,3703.2899999999995,2,4,4,244,10,Top
15380,48,36,1690.26,3,2,4,324,9,Low
15381,67,8,596.85,2,1,2,212,5,Middle
15382,16,302,5955.709999999999,4,4,4,444,12,Top
15384,171,41,642.41,1,3,3,133,7,Middle
15385,42,12,316.88,3,1,2,312,6,Middle
15386,188,31,394.14000000000004,1,2,2,122,5,Middle
15389,174,1,500.0,1,1,2,112,4,Low
15392,2,84,1535.5299999999997,4,3,3,433,10,Top
15393,18,12,231.86,4,1,1,411,6,Middle
15394,11,85,2183.54,4,3,4,434,11,Top
15395,327,7,107.45000000000002,1,1,1,111,3,Low
15396,114,14,288.17999999999995,2,1,1,211,4,Low
15397,291,6,94.0,1,1,1,111,3,Low
15398,18,73,1345.5299999999997,4,3,3,433,10,Top
15399,24,50,815.7699999999999,3,3,3,333,9,Low
15400,115,12,716.2,2,1,3,213,6,Middle
15402,150,42,626.7699999999999,2,3,2,232,7,Middle
15405,280,8,349.1,1,1,2,112,4,Low
15406,39,53,510.7099999999999,3,3,2,332,8,Middle
15407,96,143,1037.04,2,4,3,243,9,Low
15408,266,34,267.17999999999995,1,2,1,121,4,Low
15410,86,122,3450.8400000000015,2,4,4,244,10,Top
15411,28,97,1338.9800000000002,3,3,3,333,9,Low
15412,173,10,190.53000000000003,1,1,1,111,3,Low
15414,11,39,774.8999999999999,4,2,3,423,9,Low
15415,315,46,546.4099999999999,1,3,2,132,6,Middle
15416,156,192,3984.3199999999993,2,4,4,244,10,Top
15417,87,28,508.8000000000001,2,2,2,222,6,Middle
15419,26,8,135.86,3,1,1,311,5,Middle
15421,1,53,950.3599999999996,4,3,3,433,10,Top
15422,325,6,97.7,1,1,1,111,3,Low
15423,334,2,43.5,1,1,1,111,3,Low
15424,256,17,383.34,1,2,2,122,5,Middle
15426,21,259,1361.9999999999998,4,4,3,443,11,Top
15427,49,278,1377.9399999999996,3,4,3,343,10,Top
15428,17,6,93.78,4,1,1,411,6,Middle
15429,28,82,397.3499999999998,3,3,2,332,8,Middle
15432,25,10,171.19,3,1,1,311,5,Middle
15433,67,41,533.2999999999998,2,3,2,232,7,Middle
15434,109,55,1041.4800000000002,2,3,3,233,8,Middle
15435,24,29,149.29000000000005,3,2,1,321,6,Middle
15436,14,258,1022.1399999999999,4,4,3,443,11,Top
15437,264,45,200.16000000000003,1,3,1,131,5,Middle
15438,133,25,156.57999999999998,2,2,1,221,5,Middle
15440,56,62,383.67999999999995,3,3,2,332,8,Middle
15442,221,2,594.0,1,1,2,112,4,Low
15443,14,362,3190.2699999999995,4,4,4,444,12,Top
15444,10,210,1405.4100000000017,4,4,3,443,11,Top
15445,266,5,113.5,1,1,1,111,3,Low
15447,332,9,155.17,1,1,1,111,3,Low
15448,314,28,494.64000000000004,1,2,2,122,5,Middle
15449,28,60,974.52,3,3,3,333,9,Low
15450,91,30,429.84,2,2,2,222,6,Middle
15452,61,54,518.23,3,3,2,332,8,Middle
15453,58,272,1355.170000000001,3,4,3,343,10,Top
15454,364,25,179.10000000000002,1,2,1,121,4,Low
15456,342,56,421.9600000000001,1,3,2,132,6,Middle
15457,264,58,237.07000000000002,1,3,1,131,5,Middle
15458,27,7,161.64,3,1,1,311,5,Middle
15460,356,54,211.76,1,3,1,131,5,Middle
15462,145,11,234.60000000000002,2,1,1,211,4,Low
15463,61,7,126.14,3,1,1,311,5,Middle
15464,224,153,1040.4500000000005,1,4,3,143,8,Middle
15465,5,97,7354.62,4,3,4,434,11,Top
15466,87,57,334.53000000000014,2,3,2,232,7,Middle
15467,11,52,524.88,4,3,2,432,9,Low
15468,53,24,467.50999999999993,3,2,2,322,7,Middle
15469,33,24,538.55,3,2,2,322,7,Middle
15471,152,69,439.47999999999985,2,3,2,232,7,Middle
15472,115,76,371.56,2,3,2,232,7,Middle
15473,1,11,1771.2,4,1,4,414,9,Low
15475,79,29,454.10999999999984,2,2,2,222,6,Middle
15478,42,42,1358.4199999999996,3,3,3,333,9,Low
15482,17,96,10704.560000000003,4,3,4,434,11,Top
15483,268,81,218.66000000000003,1,3,1,131,5,Middle
15484,20,186,3586.5099999999998,4,4,4,444,12,Top
15485,91,84,2554.0,2,3,4,234,9,Low
15488,124,2,91.32000000000001,2,1,1,211,4,Low
15489,6,50,1134.28,4,3,3,433,10,Top
15491,102,154,3100.0900000000015,2,4,4,244,10,Top
15492,30,35,659.4599999999999,3,2,3,323,8,Middle
15493,151,281,1905.0200000000045,2,4,4,244,10,Top
15494,23,119,1261.9300000000005,4,4,3,443,11,Top
15497,19,15,1262.2,4,1,3,413,8,Middle
15498,6,512,13316.399999999992,4,4,4,444,12,Top
15500,20,68,1131.5600000000004,4,3,3,433,10,Top
15502,17,213,10384.93,4,4,4,444,12,Top
15503,364,62,134.99,1,3,1,131,5,Middle
15504,83,13,52.83000000000001,2,1,1,211,4,Low
15505,54,97,3610.9600000000005,3,3,4,334,10,Top
15506,24,158,964.9000000000002,3,4,3,343,10,Top
15507,173,44,459.35999999999996,1,3,2,132,6,Middle
15508,227,92,1000.2700000000002,1,3,3,133,7,Middle
15510,332,1,250.0,1,1,1,111,3,Low
15511,13,156,891.83,4,4,3,443,11,Top
15512,157,7,121.0,2,1,1,211,4,Low
15513,6,308,14758.219999999998,4,4,4,444,12,Top
15514,14,157,3930.480000000002,4,4,4,444,12,Top
15516,46,15,62.43,3,1,1,311,5,Middle
15517,235,27,267.03000000000003,1,2,1,121,4,Low
15518,40,206,1900.650000000001,3,4,4,344,11,Top
15520,121,18,343.49999999999994,2,2,2,222,6,Middle
15521,36,185,3000.2000000000007,3,4,4,344,11,Top
15522,89,55,397.13999999999993,2,3,2,232,7,Middle
15523,86,10,412.00999999999993,2,1,2,212,5,Middle
15524,26,1,440.0,3,1,2,312,6,Middle
15525,19,135,643.6499999999999,4,4,3,443,11,Top
15526,183,4,148.44,1,1,1,111,3,Low
15527,20,161,2427.279999999999,4,4,4,444,12,Top
15528,256,26,229.32999999999993,1,2,1,121,4,Low
15529,24,653,3936.469999999998,3,4,4,344,11,Top
15530,23,106,1492.27,4,4,3,443,11,Top
15531,90,210,1937.3399999999997,2,4,4,244,10,Top
15532,27,246,1548.530000000003,3,4,3,343,10,Top
15533,21,83,807.5699999999997,4,3,3,433,10,Top
15535,175,69,469.3999999999997,1,3,2,132,6,Middle
15537,165,24,110.92000000000003,1,2,1,121,4,Low
15539,302,41,538.46,1,3,2,132,6,Middle
15540,13,15,213.30000000000004,4,1,1,411,6,Middle
15541,116,29,85.13000000000002,2,2,1,221,5,Middle
15543,290,28,127.85999999999999,1,2,1,121,4,Low
15544,3,259,3546.709999999995,4,4,4,444,12,Top
15545,56,79,285.21999999999997,3,3,1,331,7,Middle
15547,32,688,4866.35999999999,3,4,4,344,11,Top
15549,79,113,1669.6599999999999,2,4,4,244,10,Top
15550,39,61,575.63,3,3,2,332,8,Middle
15551,275,29,436.05999999999995,1,2,2,122,5,Middle
15552,189,17,90.12,1,2,1,121,4,Low
15553,62,54,420.6299999999999,3,3,2,332,8,Middle
15554,161,14,217.2,2,1,1,211,4,Low
15555,1,880,4787.10999999999,4,4,4,444,12,Top
15556,26,31,279.77,3,2,1,321,6,Middle
15557,30,18,464.16999999999996,3,2,2,322,7,Middle
15561,13,27,800.5900000000001,4,2,3,423,9,Low
15562,353,1,134.55,1,1,1,111,3,Low
15563,24,113,1400.4399999999998,3,4,3,343,10,Top
15565,52,8,173.15999999999997,3,1,1,311,5,Middle
15567,20,7,186.01000000000002,4,1,1,411,6,Middle
15568,46,53,758.2899999999998,3,3,3,333,9,Low
15569,40,31,1375.7100000000003,3,2,3,323,8,Middle
15570,12,316,4135.87,4,4,4,444,12,Top
15571,13,57,650.43,4,3,3,433,10,Top
15572,27,209,2513.98,3,4,4,344,11,Top
15573,87,91,575.8799999999999,2,3,2,232,7,Middle
15574,179,137,649.3199999999999,1,4,3,143,8,Middle
15576,303,41,902.07,1,3,3,133,7,Middle
15577,34,39,258.8799999999998,3,2,1,321,6,Middle
15578,164,13,127.1,1,1,1,111,3,Low
15579,304,45,306.59999999999997,1,3,2,132,6,Middle
15581,33,144,3671.57,3,4,4,344,11,Top
15582,26,44,682.9100000000001,3,3,3,333,9,Low
15584,25,121,716.6099999999999,3,4,3,343,10,Top
15585,178,31,455.30000000000007,1,2,2,122,5,Middle
15587,32,9,913.6800000000002,3,1,3,313,7,Middle
15589,257,29,478.53,1,2,2,122,5,Middle
15592,48,24,388.58,3,2,2,322,7,Middle
15593,72,5,199.8,2,1,1,211,4,Low
15594,17,103,1771.78,4,4,4,444,12,Top
15596,97,77,1406.5900000000004,2,3,3,233,8,Middle
15597,244,22,324.57,1,2,2,122,5,Middle
15598,55,14,240.68,3,1,1,311,5,Middle
15599,28,52,761.74,3,3,3,333,9,Low
15601,13,410,6776.559999999997,4,4,4,444,12,Top
15602,23,47,1297.8700000000003,4,3,3,433,10,Top
15603,80,2,48.480000000000004,2,1,1,211,4,Low
15604,54,17,216.39000000000001,3,2,1,321,6,Middle
15605,32,67,1198.23,3,3,3,333,9,Low
15606,3,77,2920.1600000000003,4,3,4,434,11,Top
15607,163,13,104.76,2,1,1,211,4,Low
15608,30,60,1093.68,3,3,3,333,9,Low
15609,127,16,298.48,2,1,2,212,5,Middle
15610,53,6,112.46,3,1,1,311,5,Middle
15611,11,43,1591.4500000000003,4,3,4,434,11,Top
15612,92,6,195.15,2,1,1,211,4,Low
15615,12,423,10399.739999999989,4,4,4,444,12,Top
15618,124,45,776.8510000000002,2,3,3,233,8,Middle
15619,12,3,336.40000000000003,4,1,2,412,7,Middle
15620,58,100,1553.18,3,4,3,343,10,Top
15621,13,16,1293.0300000000002,4,1,3,413,8,Middle
15622,45,185,3709.5600000000018,3,4,4,344,11,Top
15623,142,19,301.03,2,2,2,222,6,Middle
15624,118,34,588.1300000000001,2,2,2,222,6,Middle
15625,105,64,1534.26,2,3,3,233,8,Middle
15626,76,49,675.8000000000001,2,3,3,233,8,Middle
15628,26,155,2870.2400000000002,3,4,4,344,11,Top
15630,47,60,1186.35,3,3,3,333,9,Low
15632,17,167,3285.310000000001,4,4,4,444,12,Top
15634,19,15,243.55,4,1,1,411,6,Middle
15636,32,25,724.76,3,2,3,323,8,Middle
15637,54,15,223.36,3,1,1,311,5,Middle
15639,136,25,425.31999999999994,2,2,2,222,6,Middle
15640,18,469,12325.059999999981,4,4,4,444,12,Top
15641,107,119,1887.2000000000005,2,4,4,244,10,Top
15643,311,33,664.0000000000002,1,2,3,123,6,Middle
15644,168,227,795.7299999999999,1,4,3,143,8,Middle
15645,20,52,612.0099999999998,4,3,2,432,9,Low
15646,160,35,447.63999999999993,2,2,2,222,6,Middle
15648,206,23,621.65,1,2,2,122,5,Middle
15649,163,2,816.0,2,1,3,213,6,Middle
15651,262,32,646.3000000000001,1,2,3,123,6,Middle
15652,93,21,337.74,2,2,2,222,6,Middle
15653,117,6,877.4399999999999,2,1,3,213,6,Middle
15654,11,21,922.5300000000002,4,2,3,423,9,Low
15655,68,34,560.67,2,2,2,222,6,Middle
15656,47,47,748.5000000000001,3,3,3,333,9,Low
15657,24,1,30.0,3,1,1,311,5,Middle
15658,199,48,1024.0999999999997,1,3,3,133,7,Middle
15659,45,11,306.45000000000005,3,1,2,312,6,Middle
15660,27,90,1600.86,3,3,4,334,10,Top
15661,224,5,309.8,1,1,2,112,4,Low
15663,108,9,138.14000000000001,2,1,1,211,4,Low
15664,52,17,386.43,3,2,2,322,7,Middle
15665,68,114,2202.410000000001,2,4,4,244,10,Top
15667,41,13,301.32000000000005,3,1,2,312,6,Middle
15668,189,1,76.32000000000001,1,1,1,111,3,Low
15669,42,33,684.34,3,2,3,323,8,Middle
15670,298,12,173.05,1,1,1,111,3,Low
15671,20,78,2657.1300000000006,4,3,4,434,11,Top
15673,2,129,2619.04,4,4,4,444,12,Top
15674,67,114,2446.6,2,4,4,244,10,Top
15675,83,21,323.69,2,2,2,222,6,Middle
15676,20,202,3435.7599999999998,4,4,4,444,12,Top
